INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,IBULHSGFIN,28-Apr-2016,620.0,PE,11.2,11.25,11.2,11.25,11.25,6,30.29,5600,800,01-APR-2016
OPTSTK,IBULHSGFIN,28-Apr-2016,640.0,PE,20.2,22.05,19.85,19.95,19.95,22,116.35,8800,4000,01-APR-2016
OPTSTK,IBULHSGFIN,28-Apr-2016,700.0,PE,55.0,55.0,55.0,55.0,55.0,1,6.04,800,800,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,200.0,CE,36.6,36.6,35.75,35.75,35.75,4,16.05,129200,-3400,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,220.0,CE,18.2,23.0,18.2,22.5,22.5,9,36.87,166600,3400,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,225.0,CE,16.7,18.4,16.7,17.85,17.85,3,12.37,47600,-1700,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,230.0,CE,14.6,15.35,11.95,14.85,14.85,130,537.68,370600,6800,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,235.0,CE,11.0,12.3,9.45,11.95,11.95,190,793.54,178500,30600,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,240.0,CE,8.35,9.75,7.4,9.4,9.4,923,3898.96,1077800,200600,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,245.0,CE,6.6,7.5,5.65,7.25,7.25,332,1419.63,187000,86700,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,250.0,CE,5.75,5.8,4.25,5.55,5.55,981,4252.83,1142400,362100,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,255.0,CE,3.4,4.75,3.25,4.1,4.1,134,589.21,90100,57800,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,260.0,CE,2.75,3.1,2.25,2.95,2.95,571,2549.74,569500,57800,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,265.0,CE,2.1,2.25,1.6,2.1,2.1,215,975.43,238000,210800,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,270.0,CE,1.5,2.0,1.2,1.55,1.55,73,336.74,102000,39100,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,275.0,CE,1.0,1.05,0.8,1.05,1.05,13,60.98,23800,22100,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,280.0,CE,0.85,0.85,0.6,0.8,0.8,36,171.79,74800,27200,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,285.0,CE,0.55,0.55,0.55,0.55,0.55,1,4.85,3400,1700,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,290.0,CE,0.3,0.35,0.3,0.35,0.35,2,9.87,3400,1700,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,295.0,CE,0.25,0.25,0.25,0.25,0.25,4,20.07,6800,6800,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,300.0,CE,0.35,0.35,0.2,0.2,0.2,32,163.33,68000,54400,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,180.0,PE,0.25,0.25,0.25,0.25,0.25,2,6.12,11900,3400,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,185.0,PE,0.35,0.35,0.3,0.3,0.3,6,18.9,6800,0,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,190.0,PE,0.6,0.6,0.6,0.6,0.6,3,9.72,34000,5100,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,195.0,PE,0.65,0.65,0.65,0.65,0.65,1,3.32,1700,1700,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,200.0,PE,0.8,1.2,0.8,0.85,0.85,108,369.04,168300,35700,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,205.0,PE,1.55,1.65,1.1,1.1,1.1,22,77.19,23800,15300,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,210.0,PE,1.95,2.4,1.6,1.65,1.65,126,454.1,132600,27200,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,215.0,PE,3.0,3.4,2.15,2.35,2.35,71,262.84,73100,11900,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,220.0,PE,4.0,4.65,3.05,3.3,3.3,354,1346.42,453900,105400,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,225.0,PE,5.2,6.15,4.25,4.4,4.4,165,645.36,125800,34000,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,230.0,PE,7.0,8.2,5.65,5.9,5.9,550,2216.77,666400,302600,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,235.0,PE,10.35,10.85,7.6,7.9,7.9,201,834.58,156400,35700,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,240.0,PE,13.7,13.7,9.9,10.15,10.15,124,530.49,285600,17000,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,245.0,PE,13.6,13.6,13.6,13.6,13.6,1,4.39,6800,1700,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,250.0,PE,20.05,20.05,16.75,16.75,16.75,8,36.51,51000,1700,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,255.0,PE,22.9,22.9,22.9,22.9,22.9,1,4.72,3400,1700,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,260.0,PE,27.7,27.7,27.7,27.7,27.7,5,24.45,54400,8500,01-APR-2016
OPTSTK,ICICIBANK,28-Apr-2016,300.0,PE,64.9,65.0,64.9,65.0,65.0,3,18.61,51000,5100,01-APR-2016
OPTSTK,ICICIBANK,26-May-2016,240.0,CE,10.85,12.4,10.85,12.4,12.4,5,21.38,5100,5100,01-APR-2016
OPTSTK,ICICIBANK,26-May-2016,245.0,CE,8.9,8.9,8.9,8.9,8.9,2,8.63,3400,3400,01-APR-2016
OPTSTK,ICICIBANK,26-May-2016,240.0,PE,14.15,14.15,14.15,14.15,14.15,4,17.28,6800,6800,01-APR-2016
OPTSTK,ICICIBANK,26-May-2016,245.0,PE,17.85,17.85,17.85,17.85,17.85,5,22.34,8500,8500,01-APR-2016
OPTSTK,ICIL,28-Apr-2016,1000.0,CE,35.0,35.0,35.0,35.0,35.0,1,5.17,500,500,01-APR-2016
OPTSTK,ICIL,28-Apr-2016,1050.0,CE,25.4,25.4,16.0,21.5,21.5,4,21.43,1000,1000,01-APR-2016
OPTSTK,ICIL,28-Apr-2016,1000.0,PE,46.7,46.7,46.7,46.7,46.7,1,5.23,500,500,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,62.5,CE,10.0,10.0,10.0,10.0,10.0,5,29.0,32000,32000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,65.0,CE,8.0,9.15,7.85,9.15,9.15,3,17.6,112000,0,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,67.5,CE,5.75,7.4,5.75,7.4,7.4,4,23.7,56000,8000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,70.0,CE,4.5,6.0,4.3,5.75,5.75,299,1793.71,984000,136000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,72.5,CE,3.5,4.55,3.25,4.4,4.4,151,923.52,288000,128000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,75.0,CE,2.55,3.55,2.4,3.4,3.4,412,2570.58,1552000,-40000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,77.5,CE,2.15,2.55,2.0,2.55,2.55,9,57.51,104000,48000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,80.0,CE,1.35,2.0,1.3,1.85,1.85,214,1399.5,752000,248000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,82.5,CE,1.45,1.45,1.45,1.45,1.45,2,13.43,16000,16000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,85.0,CE,0.8,1.15,0.8,1.1,1.1,49,337.15,272000,128000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,87.5,CE,0.75,0.75,0.75,0.75,0.75,1,7.06,8000,8000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,90.0,CE,0.45,0.65,0.45,0.6,0.6,54,391.18,288000,264000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,95.0,CE,0.3,0.3,0.3,0.3,0.3,4,30.49,24000,24000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,55.0,PE,0.35,0.35,0.25,0.25,0.25,4,17.69,24000,16000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,57.5,PE,0.4,0.4,0.35,0.35,0.35,2,9.26,16000,16000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,60.0,PE,0.8,0.9,0.55,0.6,0.6,23,111.74,176000,40000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,62.5,PE,1.3,1.3,0.85,0.85,0.85,12,61.12,96000,64000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,65.0,PE,2.05,2.05,1.25,1.35,1.35,48,255.26,576000,72000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,67.5,PE,2.65,2.65,1.95,2.05,2.05,10,55.84,136000,32000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,70.0,PE,3.85,3.95,2.85,2.95,2.95,78,458.32,368000,88000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,72.5,PE,5.0,5.1,4.0,4.15,4.15,27,166.14,128000,112000,01-APR-2016
OPTSTK,IDBI,28-Apr-2016,75.0,PE,7.0,7.0,5.5,5.55,5.55,6,38.95,40000,0,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,100.0,CE,8.5,8.5,8.5,8.5,8.5,1,3.25,57000,3000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,105.0,CE,7.0,7.0,5.35,5.5,5.5,40,132.85,318000,15000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,107.5,CE,4.5,4.6,4.5,4.6,4.6,2,6.72,0,0,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,110.0,CE,4.9,5.1,3.3,3.55,3.55,655,2243.54,1626000,639000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,112.5,CE,2.8,2.85,2.8,2.85,2.85,2,6.91,6000,6000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,115.0,CE,3.0,3.35,1.95,2.15,2.15,257,906.56,483000,120000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,120.0,CE,2.0,2.05,1.2,1.3,1.3,132,481.31,363000,159000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,122.5,CE,1.05,1.05,1.05,1.05,1.05,1,3.7,3000,3000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,125.0,CE,1.2,1.2,0.75,0.75,0.75,93,351.43,255000,174000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,130.0,CE,0.6,0.65,0.5,0.5,0.5,10,39.16,27000,6000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,135.0,CE,0.3,0.35,0.3,0.35,0.35,7,28.41,21000,15000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,90.0,PE,0.55,0.65,0.55,0.65,0.65,12,32.61,102000,24000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,92.5,PE,0.9,0.9,0.9,0.9,0.9,1,2.8,3000,3000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,95.0,PE,1.0,1.4,0.9,1.3,1.3,99,285.53,309000,99000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,100.0,PE,1.85,2.65,1.8,2.5,2.5,85,260.65,261000,90000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,105.0,PE,3.8,4.8,3.3,4.5,4.5,133,435.77,234000,117000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,107.5,PE,5.1,5.1,5.1,5.1,5.1,1,3.37,3000,3000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,110.0,PE,6.25,7.5,5.7,7.35,7.35,29,101.28,177000,51000,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,120.0,PE,15.0,15.0,15.0,15.0,15.0,1,4.05,21000,0,01-APR-2016
OPTSTK,IDEA,28-Apr-2016,125.0,PE,18.9,18.9,18.9,18.9,18.9,1,4.31,99000,3000,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,37.5,CE,3.8,3.9,3.8,3.9,3.9,2,2.72,72600,0,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,40.0,CE,2.0,2.65,1.7,2.2,2.2,373,519.32,1227600,323400,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,42.5,CE,1.05,1.4,0.85,1.15,1.15,375,539.43,1155000,343200,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,45.0,CE,0.55,0.75,0.35,0.5,0.5,387,580.77,1280400,834900,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,47.5,CE,0.3,0.4,0.2,0.25,0.25,20,31.56,79200,49500,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,50.0,CE,0.1,0.15,0.1,0.15,0.15,7,11.57,26400,19800,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,35.0,PE,0.2,0.3,0.2,0.25,0.25,35,40.66,145200,0,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,37.5,PE,0.65,0.75,0.45,0.6,0.6,61,76.64,257400,125400,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,40.0,PE,1.6,1.85,1.2,1.35,1.35,119,162.67,617100,165000,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,42.5,PE,2.6,3.45,2.6,2.7,2.7,11,16.51,95700,16500,01-APR-2016
OPTSTK,IDFC,28-Apr-2016,45.0,PE,5.4,5.4,5.4,5.4,5.4,1,1.66,66000,3300,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,20.0,CE,5.5,5.5,5.5,5.5,5.5,1,5.1,20000,0,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,22.5,CE,2.35,3.0,2.35,2.95,2.95,6,30.32,960000,20000,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,25.0,CE,1.15,1.45,1.05,1.3,1.3,216,1134.59,3040000,1040000,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,27.5,CE,0.45,0.6,0.45,0.5,0.5,169,947.21,2320000,860000,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,30.0,CE,0.15,0.25,0.15,0.2,0.2,93,561.97,740000,220000,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,32.5,CE,0.1,0.1,0.1,0.1,0.1,20,130.4,380000,320000,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,17.5,PE,0.05,0.05,0.05,0.05,0.05,1,3.51,20000,20000,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,20.0,PE,0.1,0.15,0.05,0.1,0.1,25,100.46,440000,220000,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,22.5,PE,0.3,0.4,0.25,0.3,0.3,68,310.44,1560000,380000,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,25.0,PE,1.35,1.35,1.0,1.2,1.2,86,449.36,1600000,800000,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,37.5,PE,12.25,12.25,12.25,12.25,12.25,1,9.95,60000,-20000,01-APR-2016
OPTSTK,IFCI,28-Apr-2016,40.0,PE,14.35,14.35,14.35,14.35,14.35,1,10.87,20000,20000,01-APR-2016
OPTSTK,IGL,28-Apr-2016,570.0,CE,25.0,30.0,24.05,24.05,24.05,4,26.27,6600,-1100,01-APR-2016
OPTSTK,IGL,28-Apr-2016,580.0,CE,18.0,26.1,16.0,16.2,16.2,42,278.11,28600,13200,01-APR-2016
OPTSTK,IGL,28-Apr-2016,590.0,CE,20.0,20.0,20.0,20.0,20.0,1,6.71,3300,1100,01-APR-2016
OPTSTK,IGL,28-Apr-2016,600.0,CE,13.25,17.5,10.05,10.2,10.2,29,196.0,15400,8800,01-APR-2016
OPTSTK,IGL,28-Apr-2016,610.0,CE,13.0,13.0,9.5,9.5,9.5,2,13.66,0,0,01-APR-2016
OPTSTK,IGL,28-Apr-2016,620.0,CE,11.5,12.0,11.5,12.0,12.0,2,13.89,1100,0,01-APR-2016
OPTSTK,IGL,28-Apr-2016,640.0,CE,3.25,3.9,3.25,3.9,3.9,2,14.15,2200,2200,01-APR-2016
OPTSTK,IGL,28-Apr-2016,520.0,PE,2.95,2.95,2.95,2.95,2.95,1,5.75,2200,1100,01-APR-2016
OPTSTK,IGL,28-Apr-2016,530.0,PE,5.6,5.6,5.6,5.6,5.6,2,11.78,6600,-2200,01-APR-2016
OPTSTK,IGL,28-Apr-2016,540.0,PE,6.75,10.0,6.75,10.0,10.0,3,18.08,5500,1100,01-APR-2016
OPTSTK,IGL,28-Apr-2016,560.0,PE,13.0,20.0,13.0,20.0,20.0,5,31.65,4400,4400,01-APR-2016
OPTSTK,IGL,28-Apr-2016,570.0,PE,17.0,25.4,17.0,25.4,25.4,5,32.44,5500,1100,01-APR-2016
OPTSTK,IGL,28-Apr-2016,580.0,PE,25.0,25.0,25.0,25.0,25.0,1,6.65,2200,1100,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,80.0,CE,9.35,10.2,9.25,10.2,10.2,3,16.12,48000,0,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,85.0,CE,5.65,6.0,5.45,6.0,6.0,4,21.75,60000,18000,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,87.5,CE,4.05,4.05,4.05,4.05,4.05,1,5.49,24000,6000,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,90.0,CE,2.8,3.95,2.8,3.85,3.85,156,876.41,492000,282000,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,92.5,CE,2.5,3.0,2.5,3.0,3.0,2,11.43,6000,0,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,95.0,CE,1.95,2.2,1.75,2.05,2.05,32,186.21,138000,90000,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,100.0,CE,0.7,1.2,0.7,1.15,1.15,27,163.71,72000,60000,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,77.5,PE,1.05,1.05,1.0,1.0,1.0,3,14.13,36000,0,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,80.0,PE,1.4,1.6,1.0,1.1,1.1,28,136.61,210000,96000,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,82.5,PE,1.6,1.6,1.6,1.6,1.6,1,5.04,18000,6000,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,85.0,PE,2.85,2.85,2.25,2.25,2.25,2,10.5,48000,12000,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,87.5,PE,3.7,3.7,3.7,3.7,3.7,1,5.47,12000,6000,01-APR-2016
OPTSTK,INDIACEM,28-Apr-2016,90.0,PE,4.9,4.9,4.35,4.35,4.35,4,22.69,24000,12000,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,860.0,CE,106.55,106.55,106.55,106.55,106.55,1,5.79,1200,0,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,900.0,CE,66.6,66.6,66.6,66.6,66.6,2,11.59,11400,-600,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,920.0,CE,56.0,56.0,56.0,56.0,56.0,1,5.85,4200,0,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,940.0,CE,47.0,47.0,37.0,42.0,42.0,42,247.53,20400,9000,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,960.0,CE,32.8,33.1,25.0,29.75,29.75,95,564.31,34200,13800,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,980.0,CE,23.05,23.05,17.25,20.45,20.45,79,474.19,43800,6000,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,1000.0,CE,14.95,15.95,11.3,13.5,13.5,83,504.94,63000,14400,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,1020.0,CE,10.15,10.15,8.65,9.2,9.2,12,74.14,7200,6000,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,1040.0,CE,5.35,5.65,4.95,5.4,5.4,10,62.71,6000,4200,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,1060.0,CE,3.25,3.5,3.25,3.5,3.5,4,25.52,2400,2400,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,820.0,PE,2.45,2.45,2.45,2.45,2.45,1,4.93,600,600,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,860.0,PE,4.0,4.0,3.35,3.35,3.35,7,36.26,8400,600,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,880.0,PE,5.2,6.35,5.15,5.8,5.8,11,58.45,13200,1200,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,900.0,PE,8.05,9.95,8.0,8.7,8.7,38,207.16,17400,6000,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,920.0,PE,11.0,14.85,11.0,12.7,12.7,30,167.92,7200,2400,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,940.0,PE,18.55,21.45,17.3,18.9,18.9,146,840.11,55800,17400,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,960.0,PE,24.0,30.55,23.05,26.75,26.75,90,532.48,37800,19800,01-APR-2016
OPTSTK,INDUSINDBK,28-Apr-2016,1040.0,PE,81.55,81.55,81.55,81.55,81.55,1,6.72,600,600,01-APR-2016
OPTSTK,INDUSINDBK,26-May-2016,980.0,CE,33.75,33.75,33.75,33.75,33.75,2,12.16,1200,1200,01-APR-2016
OPTSTK,INDUSINDBK,26-May-2016,1000.0,CE,26.0,26.0,26.0,26.0,26.0,2,12.31,1200,1200,01-APR-2016
OPTSTK,INDUSINDBK,26-May-2016,1020.0,CE,19.55,19.55,19.55,19.55,19.55,2,12.47,1200,1200,01-APR-2016
OPTSTK,INFRATEL,28-Apr-2016,400.0,CE,8.8,12.3,8.8,10.65,10.65,19,101.54,15600,13000,01-APR-2016
OPTSTK,INFRATEL,28-Apr-2016,420.0,CE,5.95,6.0,5.4,5.4,5.4,4,22.14,6500,2600,01-APR-2016
OPTSTK,INFRATEL,28-Apr-2016,360.0,PE,5.4,5.4,5.4,5.4,5.4,1,4.75,1300,1300,01-APR-2016
OPTSTK,INFRATEL,28-Apr-2016,370.0,PE,9.0,9.0,9.0,9.0,9.0,1,4.92,1300,1300,01-APR-2016
OPTSTK,INFRATEL,28-Apr-2016,380.0,PE,11.0,11.0,11.0,11.0,11.0,2,10.16,2600,2600,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1100.0,CE,130.0,130.0,120.0,120.0,120.0,2,12.25,4000,-500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1140.0,CE,97.0,97.0,83.2,83.2,83.2,5,30.8,34500,0,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1160.0,CE,83.5,83.5,72.4,72.4,72.4,4,24.71,13000,1000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1180.0,CE,59.25,59.25,57.85,57.85,57.85,3,18.58,3500,1500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1200.0,CE,55.0,57.5,46.8,49.35,49.35,165,1031.56,86500,19000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1220.0,CE,45.0,47.7,37.8,39.85,39.85,397,2505.81,108000,38500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1240.0,CE,37.05,38.5,29.5,31.25,31.25,511,3252.5,205500,19500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1260.0,CE,29.4,29.9,22.6,24.5,24.5,406,2610.43,161500,2000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1280.0,CE,22.15,23.45,17.9,19.15,19.15,132,857.99,58000,8500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1300.0,CE,16.5,17.8,13.5,14.5,14.5,504,3314.35,179000,63500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1320.0,CE,12.7,12.8,10.15,11.0,11.0,133,885.04,54000,27000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1340.0,CE,10.0,10.35,7.4,8.0,8.0,71,478.78,32500,20000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1360.0,CE,7.35,7.5,5.5,5.5,5.5,99,676.45,58000,41000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1380.0,CE,5.55,5.55,3.95,3.95,3.95,26,180.02,6500,6500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1400.0,CE,3.5,4.2,2.8,3.0,3.0,173,1214.02,104000,8500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1000.0,PE,2.0,2.1,1.95,2.05,2.05,13,65.13,6500,6500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1020.0,PE,2.7,2.75,2.7,2.75,2.75,2,10.22,1000,1000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1040.0,PE,3.1,4.0,2.55,4.0,4.0,3,15.64,2500,1000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1060.0,PE,4.25,5.4,4.25,5.0,5.0,39,207.57,60000,10000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1080.0,PE,5.85,7.8,5.6,6.55,6.55,58,315.04,21000,15500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1100.0,PE,8.0,10.6,7.7,9.1,9.1,237,1314.56,172500,40500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1120.0,PE,10.6,14.3,10.6,12.5,12.5,35,198.26,14500,11000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1140.0,PE,14.5,19.55,14.4,16.55,16.55,204,1180.34,57500,24500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1160.0,PE,18.5,25.85,18.5,22.15,22.15,198,1171.08,55500,16500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1180.0,PE,24.95,33.45,24.85,29.55,29.55,218,1317.74,59500,19000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1200.0,PE,33.75,43.5,31.5,37.7,37.7,410,2537.72,146500,33500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1220.0,PE,41.5,51.95,41.1,46.5,46.5,148,936.15,30500,500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1240.0,PE,53.3,64.0,53.3,57.9,57.9,22,142.78,28500,4500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1280.0,PE,81.55,81.55,81.55,81.55,81.55,1,6.8,2000,500,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1300.0,PE,90.0,105.0,90.0,100.0,100.0,9,62.9,58500,3000,01-APR-2016
OPTSTK,INFY,28-Apr-2016,1320.0,PE,110.65,120.0,110.65,120.0,120.0,3,21.5,1500,1000,01-APR-2016
OPTSTK,INFY,26-May-2016,1200.0,CE,63.0,63.0,55.0,55.0,55.0,11,69.11,10000,2500,01-APR-2016
OPTSTK,INFY,26-May-2016,1240.0,CE,40.0,40.0,40.0,40.0,40.0,1,6.4,500,500,01-APR-2016
OPTSTK,INFY,26-May-2016,1160.0,PE,35.55,35.55,35.55,35.55,35.55,5,29.88,2500,2500,01-APR-2016
OPTSTK,IOB,28-Apr-2016,32.5,CE,0.75,1.3,0.75,0.95,0.95,6,28.09,0,0,01-APR-2016
OPTSTK,IOB,28-Apr-2016,35.0,CE,0.4,0.4,0.4,0.4,0.4,1,4.95,14000,14000,01-APR-2016
OPTSTK,IOB,28-Apr-2016,37.5,CE,0.2,0.2,0.2,0.2,0.2,1,5.27,14000,14000,01-APR-2016
